Date,Temperature,Precipitation,Humidity
2013-01-01,24.827806217295148,9.135472180796434,54.181255304410364
2013-01-02,17.43405237820211,4.008648308871859,85.30262516695885
2013-01-03,24.068999941078552,12.729206980351487,45.60669680049444
2013-01-04,24.696051585045858,18.046792631259116,76.40449686547944
2013-01-05,17.564437133605843,3.535062071194297,78.73117529055406
2013-01-06,17.917004196952544,19.992425541108666,53.95615211839238
2013-01-07,19.526860293181624,5.597685704500115,79.87528186870355
2013-01-08,17.8537304822134,7.189790395598548,47.53801761527635
2013-01-09,10.542349983566126,16.989181751022578,49.9764564810024
2013-01-10,22.09347306507873,17.556690856755925,40.96273748971637
2013-01-11,10.971873400281062,5.646866422259005,56.039979922408016
2013-01-12,20.15215058867824,0.5015553039810761,57.353057825352195
2013-01-13,21.121718223470836,7.234463213000819,59.08581717838437
2013-01-14,11.820697472587858,8.284023922434663,87.43759580298206
2013-01-15,19.13402965340115,2.6398362116223972,67.20740271048977
2013-01-16,12.180195010141732,4.065039783265101,55.06623434431863
2013-01-17,21.480566304439478,11.602359765288899,48.403784080664316
2013-01-18,12.563600969837731,12.870439861636655,77.67972647004876
2013-01-19,20.541004851294826,5.124182739764656,78.97353366730714
2013-01-20,16.253416309011442,12.603029900198074,68.0230253706318
2013-01-21,11.576971979209665,19.34197885411161,46.84122994116292
2013-01-22,12.946865092576047,11.732248075387158,68.5276782211188
2013-01-23,23.225675506062593,7.564153833826454,79.57143523964001
2013-01-24,13.004891905647815,2.4692740767008248,62.46456171395624
2013-01-25,18.81219220603286,0.09990477878862869,83.45311712600119
2013-01-26,24.579796633560306,4.339231069786582,62.85442483316976
2013-01-27,11.321973392534979,3.163553776330834,83.49916588521701
2013-01-28,21.05854199306349,16.283421800833786,87.49601201395892
2013-01-29,17.600955934206286,19.319938627724014,46.61244488767753
2013-01-30,15.392421446598446,6.32252833734732,66.69674190548065
2013-01-31,10.802212777598172,11.29615649524202,65.62330351111305
2013-02-01,17.226512030971186,19.338829205949384,68.96933123849513
2013-02-02,13.335380358081434,13.703700335453862,42.76943403059872
2013-02-03,15.151540036825498,2.3630561938360795,41.41357689416222
2013-02-04,14.996109819387204,11.767535995306757,73.39746376443404
2013-02-05,18.598631047381403,8.295437693783796,48.237867094120986
2013-02-06,14.85224587267789,11.394075363424172,60.14997699003028
2013-02-07,13.204006400003546,4.773531743139927,70.3902685174865
2013-02-08,17.20868041775073,3.8198448820670805,72.2742251241146
2013-02-09,12.453787606874203,19.948380753686045,84.83156403540383
2013-02-10,18.288166400882865,9.52827969512931,61.24471655729724
2013-02-11,19.9192164700278,0.7416056861014453,63.24605040861193
2013-02-12,18.671556334354335,5.690798987349346,53.04181961772805
2013-02-13,20.49758664591601,1.3804636943042659,62.24281068109691
2013-02-14,19.72031223144956,15.348931375919083,68.11855983489158
2013-02-15,18.94384991180133,10.576975412170466,85.40304121724881
2013-02-16,11.221886554013878,11.978356722799008,71.7832312429995
2013-02-17,18.965658806972833,0.07991819795337696,46.884869656729975
2013-02-18,13.111013231714397,3.3411070226432993,44.76098057714997
2013-02-19,17.725369227600005,12.073333382124602,77.91914951321672
2013-02-20,12.27647067257314,10.33421491814477,79.0874170148227
2013-02-21,19.20055808238255,11.619977395372613,44.45377558955614
2013-02-22,21.770255843472068,17.10648593046224,46.67991898396008
2013-02-23,11.275224171481831,12.432877498131624,58.34973983975175
2013-02-24,24.48917442452835,1.7987597747750184,89.67937292601107
2013-02-25,10.503256530325988,6.703888433851275,48.54356834879488
2013-02-26,10.59394724648888,10.428374248292593,75.33410740165633
2013-02-27,23.80353560140039,16.094240489452737,67.89891973385552
2013-02-28,11.725533814250817,19.834295963583777,72.89504029705844
2013-03-01,13.87048384853524,9.551839813122221,80.42833705892471
2013-03-02,11.978496110098204,15.760462366710886,78.81470504928112
2013-03-03,10.855809537307586,15.733838821579877,64.00185388945496
2013-03-04,14.327019105999579,11.150153107229738,70.01348676803038
2013-03-05,21.619607926633087,3.1124943300144348,86.897243184909
2013-03-06,14.090846424027855,19.931075610617828,88.16100856618037
2013-03-07,15.843770765859695,19.336177437380925,51.556996333751236
2013-03-08,19.145642765064558,3.4539705663443887,77.7300615616866
2013-03-09,20.826525385187487,0.05484573100405843,59.97359891430372
2013-03-10,22.3766152936954,16.022142707095487,62.264531725382774
2013-03-11,19.143343558384117,3.786178141875318,79.89369415370356
2013-03-12,24.490437577078342,12.240311215759426,57.96566638477545
2013-03-13,23.47535050381361,14.91988868785813,44.85680418676125
2013-03-14,10.767731471085007,6.289430853881763,45.51862407967752
2013-03-15,19.118455503884782,18.762106568637137,47.85326535445216
2013-03-16,24.75606854367806,16.047318865142625,57.218318794405974
2013-03-17,15.080382632332736,4.1770669909831915,73.7586160789201
2013-03-18,21.719104507998324,6.181687580324519,72.33816355713884
2013-03-19,12.045072309740878,5.34251374368089,87.09553425997552
2013-03-20,15.761792143796153,12.848693489879338,86.24941882587183
2013-03-21,17.311220261072815,13.65704689601869,73.05839916620673
2013-03-22,11.600798210498297,13.69098228140948,86.49250454951269
2013-03-23,11.30747774084831,5.59370382471688,74.6386804940918
2013-03-24,13.777270247419237,12.385458952095693,83.32758007214483
2013-03-25,21.206115328140335,9.638153999178325,72.35914950522518
2013-03-26,16.265230516241616,18.477562755592373,79.56414815134899
2013-03-27,12.727344307242529,10.896369521038318,67.66435051255911
2013-03-28,22.197571435964377,7.970689750876076,66.0956287710811
2013-03-29,10.710108789791883,4.717932916512446,88.9611881647474
2013-03-30,13.797968678797277,8.471116608768241,42.861656067700245
2013-03-31,16.119361961366657,14.7254671759679,58.98904914545991
2013-04-01,24.607127182647545,10.011762966683149,66.2467232340809
2013-04-02,20.93755256993994,3.181845079172134,78.08623144461387
2013-04-03,11.840417230756252,12.798269657553632,52.31198675634864
2013-04-04,17.087172379253175,9.35180687904056,81.26803938935035
2013-04-05,10.161740133477647,18.745595439812806,50.93951148048109
2013-04-06,23.184684977955676,8.295515819569886,45.71246785207231
2013-04-07,15.621067940525824,0.05421275645600243,78.25048654275002
2013-04-08,24.832974577699588,6.330746880087135,73.26117004143447
2013-04-09,13.183543897419058,8.936373324414488,76.5447580699904
